breed,attribute_labels,popularity,height,weight,life_exp,group,image_url,puppy_link,grooming_frequency,shedding,energy_level,trainability,demeanor,colors,mask,rescue_link
taiwan-dog,"Loyal, Versatile, Intelligent",-1,17-20 inches,26-40 pounds,9-13 years,Foundation Stock Service,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/12223629/Taiwan-Dog-On-White-01.jpg,https://marketplace.akc.org/puppies/taiwan-dog,Weekly Brushing,Seasonal,Needs Lots of Activity,Easy Training,Reserved with Strangers,"['Black', 'Brindle', 'Fawn', 'White', 'White & Black', 'White & Brindle', 'White & Fawn', 'Red']","['Brindle Points', 'Tan Points', 'White Markings']",http://taiwandog.org
teddy-roosevelt-terrier,"Playful, Versatile, Intelligent",-1,8-15 inches,8-25 pounds,14-16 years,Miscellaneous Class,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/12190133/Teddy-Roosevelt-Terrier-on-White-01.jpg,https://marketplace.akc.org/puppies/teddy-roosevelt-terrier,Weekly Brushing,Seasonal,Energetic,Eager to Please,Friendly,"['Black & White', 'Blue & White', 'Blue Fawn & White', 'Chocolate & White', 'Fawn & White', 'Lemon & White', 'Red & White', 'Sable & White', 'Silver & White', 'White & Apricot', 'White & Black', 'White & Blue', 'White & Blue Fawn', 'White & Chocolate', 'White & Fawn', 'White & Lemon', 'White & Red', 'White & Sable', 'White & Silver']","['Brindle', 'Brindle Points', 'Tan Points', 'Merle Markings']",http://www.teddyrooseveltterrier.org
thai-ridgeback,"Loyal, Independent, Agile",-1,20-24 inches,35-75 pounds,12-13 years,Foundation Stock Service,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/22204051/Thai-Ridgeback.4.jpg,https://marketplace.akc.org/puppies/thai-ridgeback,Occasional Bath/Brush,Seasonal,Energetic,Independent,Reserved with Strangers,"['Black', 'Blue', 'Red', 'Yellow']",[],http://americantrd.tripod.com/
tibetan-mastiff,"Independent, Reserved, Intelligent",Ranks 131 of 197,"minimum 26 inches (male), minimum 24 inches (female)","90-150 pounds (male), 70-120 pounds (female)",10-12 years,Working Group,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/28163233/Tibetan-Mastiff-laying-down-outdoors.jpg,https://marketplace.akc.org/puppies/tibetan-mastiff,2-3 Times a Week Brushing,Seasonal,Regular Exercise,Independent,Alert/Responsive,"['Black', 'Black & Tan', 'Blue Gray', 'Blue Gray & Tan', 'Brown', 'Brown & Tan', 'Red Gold', 'Red Gold Sable', 'Cream', 'Cream Sable']",['White Markings'],https://www.tibetanmastiff.org
tibetan-spaniel,"Playful, Bright, Self-Confident",Ranks 119 of 197,10 inches,9-15 pounds,12-15 years,Non-Sporting Group,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/28170708/Tibetan-Spaniel-laying-down-outdoors.jpg,https://marketplace.akc.org/puppies/tibetan-spaniel,Weekly Brushing,Seasonal,Calm,Agreeable,Alert/Responsive,"['Black', 'Black & Tan', 'Cream', 'Gold', 'Red', 'Sable', 'Silver Sable', 'White']","['Parti-Color', 'White Markings']",https://www.tsca.ws
tibetan-terrier,"Affectionate, Loyal, Sensitive",Ranks 96 of 197,14-17 inches,"18-30 pounds (male), slightly smaller (female)",15-16 years,Non-Sporting Group,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/12223455/Tibetan-Terrier-On-White-01.jpg,https://marketplace.akc.org/puppies/tibetan-terrier,2-3 Times a Week Brushing,Seasonal,Energetic,Independent,Reserved with Strangers,"['Black', 'Black & White', 'Black White & Gold', 'Black & Brindle', 'Black & Brown', 'Black & Gold', 'Black & White Brindle', 'Black Brown & White', 'Brindle', 'Brindle & White', 'Brown', 'Brown & White', 'Fawn', 'Fawn & White', 'Gold', 'Gold & White', 'Golden Brindle', 'Gray', 'Gray & White', 'Red', 'Red & White', 'Red Brindle', 'Sable', 'Sable & White', 'Silver', 'Silver & Black', 'Silver & White', 'White', 'White & Black', 'White & Gold']","['Black Markings', 'White Markings', 'Black Mask', 'Black Points', 'Sable', 'Ticked']",https://ttca-online.org
tornjak,"Friendly, Courageous, Intelligent",-1,23-28 inches,62-110 pounds,12-14 years,Foundation Stock Service,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/18151235/Tornjak-standing-in-the-woods.jpg,https://marketplace.akc.org/puppies/tornjak,-1,-1,-1,Easy Training,Alert/Responsive,['White'],"['Black & Tan Markings', 'Black Markings']",-1
tosa,"Fearless, Patient, Vigilant",-1,Minimum 21.5-23.5 inches,100-200 pounds,10-12 years,Foundation Stock Service,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/12194713/Tosa-on-White-01.jpg,https://marketplace.akc.org/puppies/tosa,Occasional Bath/Brush,Occasional,Calm,Agreeable,Reserved with Strangers,"['Black', 'Brindle', 'Fawn', 'Red']",['White Markings'],-1
toy-fox-terrier,"Friendly, Alert, Intelligent",Ranks 111 of 197,8.5-11.5 inches,3.5-7 pounds,13-15 years,Toy Group,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/12223410/Toy-Fox-Terrier-On-White-03.jpg,https://marketplace.akc.org/puppies/toy-fox-terrier,Weekly Brushing,Occasional,Energetic,Eager to Please,Friendly,"['White & Black', 'White & Tan', 'White Black & Tan', 'White, Chocolate & Tan', 'White & Chocolate']",[],https://www.atftc.com/index.html
transylvanian-hound,"Courageous, Good-Natured, Determined",-1,22-26 inches,Minimum 55 pounds,10-14 years,Foundation Stock Service,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/12223400/Transylvanian-Hound-On-White-01.jpg,https://marketplace.akc.org/puppies/transylvanian-hound,Weekly Brushing,-1,Needs Lots of Activity,May be Stubborn,-1,"['Black & Tan', 'Black Tan & White', 'Red & White']",[],http://transylvanianhound.club
treeing-tennessee-brindle,"Friendly, Alert, Intelligent",-1,16-24 inches,30-50 pounds,10-12 years,Foundation Stock Service,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/12205430/Treeing-Tennessee-Brindle-on-White-01.jpg,https://marketplace.akc.org/puppies/treeing-tennessee-brindle,Weekly Brushing,Occasional,Regular Exercise,-1,-1,"['Black', 'Brindle']","['Brindle Trim', 'White Markings']",-1
treeing-walker-coonhound,"Smart, Brave, Courteous",Ranks 137 of 197,"22-27 inches (male), 20-25 inches (female)",50-70 pounds,12-13 years,Hound Group,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/28154358/Treeing-Walker-Coonhound.jpg,https://marketplace.akc.org/puppies/treeing-walker-coonhound,Occasional Bath/Brush,Seasonal,Regular Exercise,Independent,Friendly,"['Black', 'Tri-Colored', 'White']","['Black Spots', 'Black Spots, Tan Trim', 'Blanket-Back', 'Saddle-Back', 'Tan Spots', 'White Markings, Tan Trim']",https://sites.google.com/view/ntwca/home
vizsla,"Affectionate, Gentle, Energetic",Ranks 31 of 197,"22-24 inches (male), 21-23 inches (female)","55-60 pounds (male), 44-55 pounds (female)",12-14 years,Sporting Group,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/12223307/Vizsla-On-White-01.jpg,https://marketplace.akc.org/puppies/vizsla,Weekly Brushing,Seasonal,Energetic,Eager to Please,Friendly,"['Golden Rust', 'Golden', 'Red', 'Red Golden', 'Rust', 'Rust Golden', 'Sandy Yellow']",['White Markings'],https://www.vcaweb.org
volpino-italiano,"Loyal, Energetic, Loving",-1,10.5-12 inches,"10-16 pounds (males), 8-12 pounds (females)",10-16 years,Foundation Stock Service,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2021/03/29122034/Volpino-Italiano-standing-in-profile-in-the-grass.jpg,https://marketplace.akc.org/puppies/volpino-italiano,Occasional Bath/Brush,Seasonal,Energetic,Easy Training,Friendly,"['Red', 'White']",[],https://www.volpinoclubofamerica.com/
weimaraner,"Friendly, Fearless, Obedient",Ranks 36 of 197,"25-27 inches (male), 23-25 inches (female)","70-90 pounds (male), 55-75 pounds (female)",10-13 years,Sporting Group,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/17155658/Weimaraner-running-into-water.jpg,https://marketplace.akc.org/puppies/weimaraner,Weekly Brushing,Seasonal,Needs Lots of Activity,Eager to Please,Friendly,"['Blue', 'Gray', 'Silver Gray']",[],http://weimaranerclubofamerica.org/
welsh-springer-spaniel,"Happy, Reserved, Upbeat",Ranks 128 of 197,"18-19 inches (male), 17-18 inches (female)","40-55 pounds (male), 35-50 pounds (female)",12-15 years,Sporting Group,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/30125529/Welsh-Springer-Spaniel-head-portrait-outdoors.jpg,https://marketplace.akc.org/puppies/welsh-springer-spaniel,Weekly Brushing,-1,Energetic,Easy Training,Friendly,['Red & White'],[],https://www.wssca.com
welsh-terrier,"Friendly, Spirited, Intelligent",Ranks 107 of 197,"15 inches (male), porportionally smaller (female)","20 pounds, porportionally smaller (female)",12-15 years,Terrier Group,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/30132230/Welsh-Terrier-standing-stacked-in-the-grass.jpg,https://marketplace.akc.org/puppies/welsh-terrier,2-3 Times a Week Brushing,Occasional,Energetic,Agreeable,Outgoing,"['Black & Tan', 'Grizzle & Tan', 'Black Grizzle & Tan']",[],https://welshterrier.org/
west-highland-white-terrier,"Loyal, Happy, Entertaining",Ranks 42 of 197,"11 inches (male). 10 inches, female",15-20 pounds,13-15 years,Terrier Group,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/30142244/West-Highland-White-Terrier-laying-down-in-the-grass.jpg,https://marketplace.akc.org/puppies/west-highland-white-terrier,Daily Brushing,Seasonal,Regular Exercise,Agreeable,Friendly,['White'],[],https://www.westieclubamerica.com
wetterhoun,"Loyal, Good-Natured, Intelligent",-1,"23 inches (male), 21.5 inches (female)",50-75 pounds,13 years,Foundation Stock Service,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2020/01/29131052/Wetterhoun-black.jpg,https://marketplace.akc.org/puppies/wetterhoun,Occasional Bath/Brush,Occasional,Regular Exercise,May be Stubborn,Reserved with Strangers,"['Black', 'Black & White', 'Brown & White', 'Brown']",[],-1
whippet,"Affectionate, Playful, Calm",Ranks 61 of 197,"19-22 inches (male), 18-21 inches (female)",25-40 pounds,12-15 years,Hound Group,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/12223025/Whippet-On-White-01.jpg,https://marketplace.akc.org/puppies/whippet,Occasional Bath/Brush,Occasional,Regular Exercise,Independent,Reserved with Strangers,"['Black', 'Blue', 'Blue Brindle', 'Blue Fawn', 'Cream', 'Fawn', 'Fawn Brindle', 'Red', 'Red Brindle', 'White', 'White & Black', 'White & Blue', 'White & Blue Brindle', 'White & Blue Fawn', 'White & Fawn', 'White & Fawn Brindle', 'White & Red', 'White & Red Brindle', 'Seal']","['Black Mask', 'Blue Mask', 'Water Marked', 'White Markings', 'White Markings, Black Mask', 'White Markings, Blue Mask', 'Black Saddle']",http://www.americanwhippetclub.net/
wire-fox-terrier,"Confident, Alert, Gregarious",Ranks 101 of 197,15½ inches,"18 pounds (male), 15-17 (female)",12-15 years,Terrier Group,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/02163205/Wire-Fox-Terrier.1.jpg,https://marketplace.akc.org/puppies/wire-fox-terrier,Weekly Brushing,Infrequent,Regular Exercise,Agreeable,Alert/Responsive,"['White', 'White & Black', 'White & Tan', 'White Black & Tan', 'White Tan & Black']",[],http://www.aftc.org/
wirehaired-pointing-griffon,"Friendly, Devoted, Trainable",Ranks 65 of 197,"22-24 inches (male), 20-22 inches (female)","50-70 pounds (male), 35-50 pounds (female)",12-15 years,Sporting Group,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/17163651/Wirehaired-Pointing-Griffon-laying-in-a-field.jpg,https://marketplace.akc.org/puppies/wirehaired-pointing-griffon,Weekly Brushing,Seasonal,Needs Lots of Activity,Agreeable,Alert/Responsive,"['Brown & Gray', 'Chestnut & Gray', 'Brown', 'Chestnut', 'White', 'White & Brown', 'White & Orange']","['Roan', 'Ticked']",https://www.awpga.com/
wirehaired-vizsla,"Gentle, Loyal, Trainable",Ranks 167 of 197,"23-25 inches (male), 21.5-23 inches (female)","55-65 pounds (male), 45-55 pounds (female)",12-14 years,Sporting Group,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/31171727/Wirehaired-Vizsla-wading-into-a-lake.jpg,https://marketplace.akc.org/puppies/wirehaired-vizsla,Occasional Bath/Brush,Seasonal,Energetic,Agreeable,Alert/Responsive,"['Golden Rust', 'Golden', 'Red', 'Red Golden', 'Rust', 'Rust Golden', 'Sandy Yellow']",['White Markings'],https://whvca.org
working-kelpie,"Alert, Eager, Intelligent",-1,19-25 inches,28-60 pounds,12-15 years,Foundation Stock Service,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/15135603/Working-Kelpie.2.jpg,https://marketplace.akc.org/puppies/working-kelpie,Occasional Bath/Brush,Seasonal,Energetic,Independent,Alert/Responsive,"['Black', 'Blue', 'Fawn', 'Red']",['Tan Points'],http://www.wkc.org.au/About-Kelpies/Charateristics-and-Confirmation.php
xoloitzcuintli,"Loyal, Alert, Calm",Ranks 140 of 197,"10-14 inches (toy), 14-18 inches (miniature), 18-23 inches (standard)","10-15 pounds (toy), 15-30 pounds (miniature), 30-55 pounds (standard)",13-18 years,Non-Sporting Group,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/12222734/Xoloitzcuintli-On-White-01.jpg,https://marketplace.akc.org/puppies/xoloitzcuintli,Occasional Bath/Brush,Infrequent,Energetic,Agreeable,Alert/Responsive,"['Black', 'Brindle', 'Bronze', 'Dark Brown', 'Fawn', 'Gray', 'Liver', 'Palomino', 'Red', 'White', 'Black & White', 'Black White & Tan', 'Merle', 'Pink & Brown', 'Tan', 'White & Black']","['Black Markings', 'Spotted', 'Tan Markings', 'White Markings']",http://www.xoloitzcuintliclubofamerica.org/
yakutian-laika,"Affectionate, Intelligent, Active",-1,21-23 inches,40-55 pounds,10-12 years,Foundation Stock Service,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/21194342/Yakutian-Laika1.jpg,https://marketplace.akc.org/puppies/yakutian-laika,Weekly Brushing,Seasonal,Energetic,May be Stubborn,Reserved with Strangers,"['Black & White', 'Brown & White', 'Gray & White', 'White', 'White & Black', 'White & Gray', 'White & Red']","['Black Markings', 'Buff Markings', 'Tri Color Markings']",https://yakutianlaikaclubofamerica.org
yorkshire-terrier,"Affectionate, Sprightly, Tomboyish",Ranks 10 of 197,7-8 inches,7 pounds,11-15 years,Toy Group,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/01125312/Yorkshire-Terrier-standing-outdoors-on-a-sunny-day.jpg,http://marketplace.akc.org/puppies/yorkshire-terrier,Specialty/Professional,Infrequent,Regular Exercise,May be Stubborn,Friendly,"['Black & Gold', 'Black & Tan', 'Blue & Gold', 'Blue & Tan']",[],http://www.theyorkshireterrierclubofamerica.org/
